event_id,user_id,product_id,event_type,event_timestamp
183,237,2,view,2023-08-05 02:00:00
184,316,19,view,2023-10-30 18:00:00
185,592,24,view,2023-06-10 02:00:00
186,365,23,cart,2023-07-24 03:00:00
187,826,25,view,2023-07-04 21:00:00
188,853,31,cart,2024-01-20 08:00:00
189,249,29,cart,2023-06-15 20:00:00
190,556,29,cart,2023-12-03 02:00:00
191,558,22,view,2024-01-05 04:00:00
192,736,15,view,2023-12-04 10:00:00
193,222,47,view,2024-01-18 12:00:00
194,357,10,view,2023-04-13 11:00:00
195,461,23,view,2024-02-02 03:00:00
196,155,12,view,2023-08-17 04:00:00
197,107,27,view,2023-10-03 18:00:00
198,837,44,view,2023-05-05 03:00:00
199,613,8,view,2023-09-10 20:00:00
200,712,35,view,2023-11-02 14:00:00
201,295,44,view,2023-07-23 04:00:00
202,185,22,view,2023-07-07 19:00:00
203,844,25,view,2023-05-21 19:00:00
204,889,43,purchase,2023-08-07 21:00:00
205,500,23,cart,2023-12-17 18:00:00
206,830,46,view,2024-02-22 19:00:00
207,838,5,view,2023-07-09 04:00:00
208,361,50,cart,2023-11-19 20:00:00
209,253,45,view,2023-05-21 04:00:00
210,23,9,cart,2023-11-08 05:00:00
211,976,18,cart,2023-12-02 07:00:00
212,379,42,purchase,2023-01-19 22:00:00
213,209,28,cart,2023-08-26 21:00:00
214,330,24,cart,2023-02-23 18:00:00
215,111,44,view,2023-06-30 22:00:00
216,949,36,view,2023-01-08 04:00:00
217,666,5,view,2023-08-30 02:00:00
218,782,21,view,2023-07-28 22:00:00
219,754,31,view,2023-04-12 23:00:00
220,301,15,view,2023-11-11 12:00:00
221,898,35,view,2023-09-29 05:00:00
222,498,12,view,2023-02-26 18:00:00
223,834,1,view,2024-01-24 09:00:00
224,561,27,view,2023-10-14 00:00:00
225,282,10,purchase,2023-03-26 07:00:00
226,778,50,view,2023-11-19 07:00:00
227,562,30,view,2023-03-05 10:00:00
228,689,25,cart,2023-05-02 08:00:00
229,908,38,view,2023-07-27 20:00:00
230,44,13,purchase,2023-06-02 07:00:00
231,420,22,view,2024-02-02 00:00:00
232,164,9,view,2023-10-14 04:00:00
233,280,38,purchase,2023-07-17 11:00:00
234,989,1,view,2023-05-07 00:00:00
235,928,17,view,2023-02-03 04:00:00
236,806,18,view,2023-05-11 21:00:00
237,213,21,cart,2023-09-18 17:00:00
238,849,19,purchase,2023-01-05 12:00:00
239,940,36,view,2024-01-02 12:00:00
240,223,44,view,2023-09-12 23:00:00
241,407,4,view,2023-08-16 00:00:00
242,582,43,view,2023-03-18 16:00:00
243,938,3,view,2023-12-01 06:00:00
244,304,50,view,2023-07-31 17:00:00
245,401,17,view,2023-06-29 13:00:00
246,13,39,view,2023-05-24 18:00:00
247,216,27,cart,2023-04-10 21:00:00
248,690,14,purchase,2024-01-03 17:00:00
249,730,16,view,2023-12-20 11:00:00
250,633,44,view,2023-07-27 09:00:00
251,636,49,view,2023-12-30 19:00:00
252,878,35,cart,2024-01-01 16:00:00
253,534,8,view,2023-11-13 19:00:00
254,725,1,purchase,2023-06-26 06:00:00
255,598,4,cart,2024-01-01 18:00:00
256,320,27,view,2023-10-19 23:00:00
257,27,34,view,2023-10-30 17:00:00
258,868,34,view,2023-05-11 05:00:00
259,644,39,view,2023-05-25 05:00:00
260,416,16,view,2023-02-03 07:00:00
261,98,40,view,2023-03-08 05:00:00
262,90,30,view,2023-08-25 21:00:00
263,298,48,purchase,2023-07-15 16:00:00
264,108,12,view,2023-09-30 04:00:00
265,755,19,purchase,2023-05-11 16:00:00
266,583,43,view,2023-06-12 07:00:00
267,395,36,view,2023-03-05 22:00:00
268,879,22,view,2023-10-05 21:00:00
269,449,14,view,2023-10-19 20:00:00
270,300,40,view,2023-11-23 21:00:00
271,952,42,view,2023-12-31 01:00:00
272,222,44,view,2024-01-09 19:00:00
273,46,4,view,2024-01-05 19:00:00
274,959,21,view,2023-10-06 04:00:00
275,239,37,view,2024-01-15 12:00:00
276,889,7,purchase,2023-09-19 01:00:00
277,336,45,purchase,2023-05-04 09:00:00
278,679,18,view,2023-03-30 07:00:00
279,949,1,cart,2023-02-06 15:00:00
280,335,8,view,2023-02-24 11:00:00
281,654,49,purchase,2023-05-11 04:00:00
282,294,16,view,2023-12-24 17:00:00
283,147,11,purchase,2023-09-25 06:00:00
284,386,10,view,2023-11-08 21:00:00
285,680,14,purchase,2023-10-15 16:00:00
286,187,11,view,2023-12-13 01:00:00
287,755,39,cart,2023-04-01 16:00:00
288,294,19,view,2023-12-12 07:00:00
289,615,1,view,2023-03-01 18:00:00
290,544,34,view,2023-07-12 06:00:00
291,176,15,view,2023-12-04 00:00:00
292,900,4,view,2023-10-11 10:00:00
293,14,33,view,2023-12-30 22:00:00
294,872,49,cart,2024-01-22 19:00:00
295,936,43,view,2023-08-11 00:00:00
296,679,1,view,2023-03-02 22:00:00
297,273,16,view,2023-06-02 01:00:00
298,168,10,purchase,2023-12-12 05:00:00
299,513,30,view,2023-03-14 16:00:00
300,367,12,cart,2023-07-09 06:00:00
301,741,28,view,2023-12-31 09:00:00
302,421,22,view,2024-02-10 14:00:00
303,707,48,cart,2023-10-17 08:00:00
304,884,46,view,2023-03-06 21:00:00
305,262,26,view,2023-06-12 16:00:00
306,289,30,view,2023-06-01 09:00:00
307,720,19,view,2024-01-28 20:00:00
308,34,26,view,2023-10-13 12:00:00
309,511,8,view,2023-10-24 22:00:00
310,183,26,cart,2023-06-06 06:00:00
311,460,19,view,2023-11-09 08:00:00
312,345,4,view,2023-08-30 11:00:00
313,365,7,cart,2023-07-02 22:00:00
314,101,44,view,2023-05-23 22:00:00
315,291,18,purchase,2023-12-16 13:00:00
316,769,44,view,2023-07-19 12:00:00
317,226,49,view,2023-10-02 03:00:00
318,240,25,view,2023-11-10 05:00:00
319,854,37,cart,2023-02-20 14:00:00
320,550,22,view,2023-07-19 00:00:00
321,785,31,view,2023-03-27 17:00:00
322,681,8,view,2023-06-07 07:00:00
323,147,24,view,2023-09-17 11:00:00
324,770,17,view,2023-06-23 21:00:00
325,720,46,view,2024-01-29 09:00:00
326,459,7,view,2023-04-14 18:00:00
327,774,18,view,2023-03-02 11:00:00
328,917,21,view,2023-02-08 13:00:00
329,961,47,view,2023-04-04 19:00:00
330,644,48,view,2023-05-25 02:00:00
331,100,36,view,2023-07-07 01:00:00
332,165,30,purchase,2023-02-26 03:00:00
333,122,24,view,2024-01-18 16:00:00
334,727,10,view,2023-10-03 15:00:00
335,629,39,view,2023-09-26 22:00:00
336,136,48,view,2024-02-09 09:00:00
337,393,7,view,2023-09-24 01:00:00
338,933,26,view,2023-03-13 09:00:00
339,710,31,view,2023-10-19 09:00:00
340,788,49,view,2023-08-25 18:00:00
341,104,24,view,2023-04-22 19:00:00
342,387,11,view,2023-06-10 00:00:00
343,126,13,view,2023-05-16 09:00:00
344,914,23,purchase,2023-11-12 07:00:00
345,556,11,view,2023-11-09 00:00:00
346,468,19,view,2023-11-19 10:00:00
347,396,28,view,2023-07-29 14:00:00
348,183,19,view,2023-06-06 23:00:00
349,184,33,view,2023-12-06 08:00:00
350,404,23,cart,2024-01-06 13:00:00
351,633,27,view,2023-07-23 11:00:00
352,25,46,view,2024-01-08 13:00:00
353,562,15,view,2023-03-15 01:00:00
354,112,23,view,2023-09-09 01:00:00
355,523,42,purchase,2023-10-09 20:00:00
356,912,16,view,2023-04-25 08:00:00
357,918,21,view,2023-09-13 19:00:00
358,966,33,view,2023-11-23 04:00:00
359,923,40,view,2023-06-17 10:00:00
360,475,31,view,2023-09-21 00:00:00
361,397,15,view,2023-08-27 13:00:00
362,538,19,cart,2023-11-16 10:00:00
363,971,26,cart,2023-06-14 16:00:00
364,347,4,cart,2023-08-18 23:00:00
365,875,15,view,2023-11-02 06:00:00
366,690,15,view,2023-12-27 05:00:00
367,224,40,view,2023-07-20 12:00:00
368,491,21,view,2023-10-04 11:00:00
369,70,34,view,2023-09-16 09:00:00
370,796,3,view,2023-12-08 11:00:00
371,478,10,view,2023-05-16 02:00:00
372,27,19,cart,2023-09-26 06:00:00
373,119,39,cart,2023-10-27 01:00:00
374,447,8,cart,2023-02-05 19:00:00
375,848,9,view,2024-01-12 00:00:00
376,9,37,cart,2023-06-29 03:00:00
377,68,32,view,2023-12-14 12:00:00
378,725,7,view,2023-07-18 01:00:00
379,176,19,view,2023-11-16 18:00:00
380,866,27,view,2023-03-07 07:00:00
381,947,14,view,2023-05-01 08:00:00
382,968,25,cart,2023-04-30 01:00:00
383,693,28,view,2023-06-11 10:00:00
384,284,49,view,2023-05-03 03:00:00
385,816,46,cart,2023-09-26 22:00:00
386,900,36,view,2023-10-19 20:00:00
387,194,28,view,2023-08-30 18:00:00
388,892,26,view,2023-02-26 20:00:00
389,304,49,view,2023-09-03 13:00:00
390,556,47,view,2023-11-01 08:00:00
391,756,15,cart,2023-02-06 21:00:00
392,825,4,cart,2023-07-06 05:00:00
393,949,25,cart,2023-01-24 05:00:00
394,544,43,cart,2023-07-13 13:00:00
395,509,45,view,2023-06-30 02:00:00
396,849,21,view,2023-01-20 04:00:00
397,266,36,view,2023-10-10 18:00:00
398,252,23,view,2024-02-10 05:00:00
399,202,44,view,2023-04-27 01:00:00
400,91,32,view,2023-03-14 03:00:00
401,206,29,view,2023-04-25 18:00:00
402,477,25,view,2023-02-09 20:00:00
403,415,16,view,2023-06-01 22:00:00
404,91,13,view,2023-03-08 09:00:00
405,883,48,cart,2023-07-03 11:00:00
406,536,3,view,2023-04-09 02:00:00
407,744,23,view,2024-02-05 02:00:00
408,391,16,view,2023-12-06 13:00:00
409,839,41,view,2023-04-26 00:00:00
410,869,37,view,2023-12-29 18:00:00
411,581,13,view,2023-03-01 04:00:00
412,258,14,purchase,2023-11-11 18:00:00
413,971,21,view,2023-06-22 20:00:00
414,651,41,view,2023-08-11 10:00:00
415,901,4,cart,2023-10-03 06:00:00
416,657,24,view,2023-02-20 18:00:00
417,328,24,purchase,2023-08-26 06:00:00
418,785,50,view,2023-04-11 09:00:00
419,858,13,cart,2023-10-31 19:00:00
420,3,19,cart,2023-11-03 13:00:00
421,985,23,view,2023-11-14 08:00:00
422,263,44,cart,2023-03-18 11:00:00
423,888,31,view,2023-04-24 07:00:00
424,774,20,view,2023-03-17 23:00:00
425,688,10,purchase,2023-02-24 08:00:00
426,83,45,view,2023-09-03 16:00:00
427,471,38,cart,2023-04-02 02:00:00
428,926,45,view,2023-10-04 21:00:00
429,402,8,view,2023-11-23 05:00:00
430,412,30,view,2023-11-18 01:00:00
431,800,42,view,2023-06-17 21:00:00
432,213,45,view,2023-09-04 07:00:00
433,370,46,view,2023-12-15 11:00:00
434,877,15,view,2023-05-06 19:00:00
435,513,5,view,2023-04-09 07:00:00
436,36,34,purchase,2023-08-04 20:00:00
437,124,20,view,2023-02-11 13:00:00
438,833,28,view,2023-08-04 03:00:00
439,77,1,cart,2023-11-08 18:00:00
440,295,21,view,2023-08-06 14:00:00
441,40,42,view,2023-09-18 11:00:00
442,432,23,view,2023-07-15 09:00:00
443,908,42,cart,2023-09-06 14:00:00
444,558,27,view,2024-01-18 15:00:00
445,72,50,view,2023-07-23 00:00:00
446,643,43,view,2023-08-19 03:00:00
447,389,23,cart,2023-04-08 22:00:00
448,334,2,cart,2023-03-12 19:00:00
449,664,36,view,2023-04-05 11:00:00
450,748,14,view,2023-03-20 22:00:00
451,51,13,view,2023-02-13 16:00:00
452,186,19,view,2023-09-25 13:00:00
453,99,1,purchase,2024-02-06 07:00:00
454,56,4,view,2023-12-20 15:00:00
455,435,28,cart,2023-11-13 07:00:00
456,965,42,view,2023-02-26 23:00:00
457,670,33,view,2023-08-29 12:00:00
458,530,44,purchase,2023-05-26 00:00:00
459,379,24,view,2023-03-13 21:00:00
460,706,21,view,2023-08-25 07:00:00
461,75,17,view,2024-01-06 19:00:00
462,309,2,view,2023-08-31 16:00:00
463,669,29,cart,2023-08-08 07:00:00
464,479,38,purchase,2023-11-06 01:00:00
465,631,42,view,2024-01-14 00:00:00
466,831,33,view,2023-08-31 02:00:00
467,310,7,view,2023-07-21 13:00:00
468,396,40,purchase,2023-07-25 23:00:00
469,907,21,view,2023-02-17 07:00:00
470,908,34,cart,2023-08-07 10:00:00
471,364,37,view,2023-12-25 01:00:00
472,97,46,view,2023-11-26 22:00:00
473,771,5,view,2023-10-05 20:00:00
474,102,18,view,2023-03-07 18:00:00
475,584,13,view,2023-06-24 18:00:00
476,244,34,purchase,2023-07-21 05:00:00
477,976,48,view,2023-12-12 07:00:00
478,76,21,view,2023-12-01 07:00:00
479,73,24,view,2023-08-23 11:00:00
480,364,46,cart,2024-01-21 15:00:00
481,789,31,cart,2023-09-09 13:00:00
482,991,34,view,2023-03-15 06:00:00
483,894,11,view,2024-01-05 18:00:00
484,183,20,view,2023-06-16 10:00:00
485,393,37,view,2023-09-05 12:00:00
486,279,16,view,2023-06-13 06:00:00
487,961,5,purchase,2023-02-27 19:00:00
488,885,21,purchase,2023-09-10 16:00:00
489,271,21,purchase,2023-10-10 23:00:00
490,280,6,view,2023-06-13 23:00:00
491,74,16,view,2023-11-22 03:00:00
492,634,8,view,2023-04-18 11:00:00
493,212,23,view,2023-09-21 20:00:00
494,733,18,view,2023-08-06 00:00:00
495,624,25,view,2023-09-06 02:00:00
496,787,35,view,2023-05-30 16:00:00
497,834,20,view,2024-01-28 05:00:00
498,59,14,view,2023-03-24 20:00:00
499,686,2,view,2024-02-21 15:00:00
500,334,27,view,2023-04-05 17:00:00
501,984,15,view,2024-01-10 02:00:00
502,844,34,view,2023-05-30 20:00:00
503,332,11,view,2023-09-28 13:00:00
504,356,12,view,2023-03-06 18:00:00
505,275,30,view,2023-09-01 03:00:00
506,608,49,view,2023-07-12 02:00:00
507,30,37,cart,2023-03-16 22:00:00
508,609,48,view,2023-08-12 20:00:00
509,573,33,view,2023-11-01 16:00:00
510,197,46,purchase,2023-11-29 15:00:00
511,350,31,cart,2023-11-01 08:00:00
512,247,36,cart,2023-08-09 14:00:00
513,119,14,view,2023-12-14 05:00:00
514,315,32,cart,2023-10-14 07:00:00
515,416,20,purchase,2023-02-18 12:00:00
516,47,9,view,2023-08-02 10:00:00
517,13,12,view,2023-04-20 17:00:00
518,457,48,view,2023-07-20 02:00:00
519,156,7,cart,2023-09-01 21:00:00
520,531,4,view,2023-06-15 07:00:00
521,862,18,purchase,2023-03-20 22:00:00
522,697,43,purchase,2023-01-28 03:00:00
523,701,18,view,2023-09-25 21:00:00
524,590,11,view,2023-07-13 01:00:00
525,242,8,view,2023-09-22 08:00:00
526,266,16,purchase,2023-10-29 10:00:00
527,691,3,view,2023-07-10 15:00:00
528,261,14,view,2023-12-31 18:00:00
529,134,17,view,2023-08-06 09:00:00
530,418,31,view,2023-08-25 10:00:00
531,285,50,view,2023-12-24 16:00:00
532,315,14,view,2023-09-24 07:00:00
533,905,6,view,2023-09-05 21:00:00
534,328,46,view,2023-07-21 07:00:00
535,384,22,view,2023-02-16 15:00:00
536,418,32,cart,2023-08-27 01:00:00
537,986,28,view,2023-09-17 09:00:00
538,340,44,cart,2024-01-06 02:00:00
539,555,33,view,2023-02-15 20:00:00
540,876,32,view,2023-02-09 02:00:00
541,222,45,view,2023-12-16 09:00:00
542,90,9,view,2023-07-29 22:00:00
543,554,31,view,2023-07-22 07:00:00
544,207,29,view,2023-01-09 01:00:00
545,20,46,view,2024-02-06 19:00:00
546,364,29,view,2024-01-27 02:00:00
547,129,47,cart,2023-02-16 07:00:00
548,893,16,cart,2023-07-13 16:00:00
549,740,26,view,2023-06-06 07:00:00
550,318,5,cart,2023-08-23 01:00:00
551,958,32,view,2023-10-04 08:00:00
552,441,20,cart,2023-12-02 20:00:00
553,405,21,view,2023-11-14 04:00:00
554,362,2,view,2023-06-16 21:00:00
555,726,19,cart,2023-09-03 16:00:00
556,868,22,view,2023-06-06 23:00:00
557,689,9,view,2023-05-22 06:00:00
558,390,17,cart,2024-01-07 15:00:00
559,966,35,view,2023-12-14 12:00:00
560,276,48,view,2023-05-15 17:00:00
561,491,49,view,2023-08-22 06:00:00
562,682,41,cart,2023-03-05 21:00:00
563,636,17,cart,2023-12-31 10:00:00
564,427,33,view,2023-10-28 22:00:00
565,985,12,view,2023-11-24 19:00:00
566,670,44,cart,2023-09-30 06:00:00
567,845,43,view,2023-07-31 18:00:00
568,321,15,cart,2023-05-01 18:00:00
569,713,6,cart,2023-08-22 01:00:00
570,408,19,view,2023-12-31 22:00:00
571,448,45,view,2023-09-13 02:00:00
572,288,12,view,2023-05-24 23:00:00
573,867,19,cart,2024-02-10 20:00:00
574,939,16,view,2023-08-14 23:00:00
575,395,12,view,2023-04-07 23:00:00
576,343,21,purchase,2023-05-02 03:00:00
577,88,30,view,2023-08-13 14:00:00
578,427,45,view,2023-10-08 16:00:00
579,878,3,cart,2024-01-10 08:00:00
580,234,40,view,2023-05-09 22:00:00
581,917,37,view,2023-02-04 17:00:00
582,398,16,view,2023-03-23 16:00:00
583,970,24,view,2024-01-04 19:00:00
584,167,33,cart,2023-04-02 13:00:00
585,132,48,cart,2024-02-09 10:00:00
586,832,23,view,2023-11-10 06:00:00
587,968,5,view,2023-05-02 02:00:00
588,756,44,view,2023-02-14 04:00:00
589,812,34,view,2023-11-22 11:00:00
590,889,39,view,2023-09-06 16:00:00
591,759,27,view,2023-08-16 18:00:00
592,402,26,view,2023-11-23 06:00:00
593,544,23,view,2023-07-09 04:00:00
594,14,2,view,2024-01-13 20:00:00
595,704,7,cart,2023-09-12 14:00:00
596,82,37,cart,2023-08-23 07:00:00
597,903,43,view,2023-09-17 20:00:00
598,173,21,view,2023-09-03 17:00:00
599,25,19,view,2023-12-06 04:00:00
600,774,3,purchase,2023-02-28 18:00:00
601,232,18,cart,2023-10-12 15:00:00
602,999,29,view,2023-12-27 06:00:00
603,783,8,view,2023-09-29 18:00:00
604,73,6,view,2023-08-25 13:00:00
605,859,43,view,2023-03-20 18:00:00
606,168,20,view,2024-01-21 03:00:00
607,635,26,view,2023-07-24 02:00:00
608,144,33,view,2023-05-25 22:00:00
609,176,41,view,2023-10-19 13:00:00
610,319,6,cart,2023-10-25 12:00:00
611,698,8,view,2023-08-21 02:00:00
612,677,4,cart,2023-06-16 19:00:00
613,475,30,cart,2023-08-14 14:00:00
614,112,4,view,2023-08-12 01:00:00
615,967,37,cart,2023-08-09 01:00:00
616,273,43,purchase,2023-05-31 07:00:00
617,130,40,view,2023-08-06 21:00:00
618,282,20,view,2023-04-19 13:00:00
619,473,3,view,2023-09-03 02:00:00
620,965,7,purchase,2023-01-20 16:00:00
621,443,20,view,2023-05-23 05:00:00
622,639,24,view,2023-06-27 12:00:00
623,217,34,cart,2023-06-24 21:00:00
624,657,31,view,2023-03-16 17:00:00
625,339,34,view,2023-12-03 08:00:00
626,257,43,view,2023-04-16 20:00:00
627,792,39,purchase,2023-11-21 20:00:00
628,118,30,view,2023-09-14 07:00:00
629,95,35,view,2023-03-27 18:00:00
630,258,20,view,2023-10-13 06:00:00
631,509,44,purchase,2023-07-12 17:00:00
632,959,45,view,2023-09-29 00:00:00
633,664,33,view,2023-04-13 05:00:00
634,341,47,view,2023-11-04 07:00:00
635,9,41,cart,2023-05-21 02:00:00
636,799,3,cart,2023-10-10 16:00:00
637,830,7,cart,2024-02-14 18:00:00
638,87,14,view,2023-11-21 19:00:00
639,481,32,view,2023-09-20 07:00:00
640,605,25,view,2023-09-08 06:00:00
641,488,30,view,2023-05-02 01:00:00
642,435,34,view,2023-10-20 14:00:00
643,347,20,view,2023-08-01 12:00:00
644,72,8,view,2023-06-28 21:00:00
645,518,33,view,2023-11-18 06:00:00
646,17,12,view,2023-05-30 05:00:00
647,15,44,view,2023-06-06 13:00:00
648,772,33,cart,2023-11-18 06:00:00
649,368,42,view,2023-10-22 18:00:00
650,989,49,view,2023-05-30 17:00:00
651,886,14,view,2023-01-27 06:00:00
652,152,15,view,2023-01-21 08:00:00
653,595,8,view,2023-09-02 00:00:00
